Title;l1Num;QID;Labels
User feedback is considered to be a critical element in the information seeking process;1;[183635, 11344, 11028, 205663];['feedback', 'chemical element', 'information', 'process']
"This paper investigates the agreement of relevance assessments between official TREC judgments and those generated from an interactive IR experiment. Results show that 63% of documents judged relevant by our users matched official TREC judgments. Several factors contributed to differences in the agreements: the number of retrieved relevant documents; the number of relevant documents judged; system effectiveness per topic and the ranking of relevant documents.";1;[11472, 93288, 27318, 12621536, 11388, 18703883, 11229, 49848, 278368, 12621536, 760170, 4658963, 93288, 11563, 49848, 11563, 49848, 58778, 2751586, 526719, 49848];['paper', 'contract', 'test', 'judgment', 'infrared radiation', 'Results', 'percent', 'document', 'user', 'judgment', 'enumerated type', 'cadency', 'contract', 'number', 'document', 'number', 'document', 'system', 'resolution', 'ranking', 'document']
Previous scalability experiments found that early precision improves as collection size increases. However;1;[101965, 19352408, 3052382];['experiment', 'precision', 'fonds']
One of the central issues in learning to rank for information retrieval is to develop algorithms that construct ranking models by directly optimizing evaluation measures used in information retrieval such as Mean Average Precision (MAP) and Normalized Discounted Cumulative Gain (NDCG). Several such algorithms including SVMmap and AdaRank have been proposed and their effectiveness has been verified. However;1;[86447, 816826, 8366, 486902, 25211005, 816826, 2303661, 635384, 5281742, 8366, 1296024];['issue', 'information retrieval', 'algorithm', 'mathematical model', 'Evaluation measures', 'information retrieval', 'Mean', 'maximum a posteriori estimation', 'Discounted cumulative gain', 'algorithm', 'effectiveness']
Researchers have been studying and developing teaching materials for information retrieval (IR);1;[16968515, 214609, 816826, 11388];['Researcher', 'base material', 'information retrieval', 'infrared radiation']
Handling long queries can involve either pruning the query to retain only the important terms (reduction);1;[11169, 11169, 1071233, 1197709];['question mark', 'question mark', 'terminal emulator', 'reduction']
This work presents the use of click graphs in improving query intent classifiers;1;[42213, 7901733, 17514, 11169];['work', 'Use', 'graffiti', 'question mark']
Tags are user-generated labels for entities. Existing research on tag recommendation either focuses on improving its accuracy or on automating the process;1;[30612098, 18127, 35120, 42240, 17514, 272035, 205663];['Tag', 'record label', 'entity', 'research', 'graffiti', 'accuracy and precision', 'process']
The aim of the Forum for Information Retrieval Evaluation (FIRE) is to create a Cranfield-like evaluation framework in the spirit of TREC;1;[4503831, 5473037, 6030654, 1057040, 271680, 56139];['goal', 'Forum', 'Information', 'financial independence', 'software framework', 'distilled beverage']
In this paper;1;[11472];['paper']
Our aim is to investigate if and how the performance of Distributed Information Retrieval (DIR) systems can be improved through personalization. Toward this aim we are building a testbed of document collections and corresponding personalized relevance judgments. In this paper we discuss our intended approach for personalizing the three different phases of the DIR process. We also describe the test collection we are building and discuss our methodology for evaluating personalized DIR using relevance information taken from social bookmarking data.;1;[4503831, 35140, 58778, 27590475, 277012, 1000371, 4503831, 1318674, 49848, 12621536, 11472, 21162272, 185553, 205663, 27318, 185698, 277012, 11028, 42848];['goal', 'performance', 'system', 'The Retrieval', 'DIR', 'personalization', 'goal', 'testbed', 'document', 'judgment', 'paper', 'means', 'phase', 'process', 'test', 'methodology', 'DIR', 'information', 'data']
We analyse query length;1;[11169];['question mark']
In this paper;1;[11472];['paper']
Test collections are extensively used in the evaluation of information retrieval systems. Crucial to their use is the degree to which results from them predict user effectiveness. At first;1;[467402, 27318, 121182, 7901733, 189533, 278368];['Test', 'test', 'information system', 'Use', 'academic degree', 'user']
Collaborative tagging used in online social content systems is naturally characterized by many synonyms;1;[494291, 58778, 42106];['folksonomy', 'system', 'synonym']
In retrieval experiments;1;[101965];['experiment']
Search engine click logs provide an invaluable source of relevance information but this information is biased because we ignore which documents from the result list the users have actually seen before and after they clicked. Otherwise;1;[1048387, 19541, 11197, 128751, 11028, 11028, 49848, 27948, 278368];['point and click', 'search engine', 'logarithm', 'source code', 'information', 'information', 'document', 'list', 'user']
In the context of document retrieval in the biomedical domain;1;[196626, 1638872, 146481];['context', 'document retrieval', 'domain']
The goal of system evaluation in information retrieval has always been to determine which of a set of systems is superior on a given collection. The tool used to determine system ordering is an evaluation metric such as average precision;1;[4503831, 58778, 816826, 36161, 58778, 3052382, 39546, 58778, 865746, 19352408];['goal', 'system', 'information retrieval', 'set', 'system', 'fonds', 'tool', 'system', 'metric function', 'precision']
Opinion retrieval is a task of growing interest in social life and academic research;1;[7098285, 759676, 170924, 853725, 42240];['Opinión', 'task', 'interest', 'social relation', 'research']
Pseudo-feedback-based automatic query expansion yields effective retrieval performance on average;1;[183635, 5488129, 35140];['feedback', 'Query expansion', 'performance']
We investigate to what extent people making relevance judgements for a reusable IR test collection are exchangeable. We consider three classes of judge: gold standard judges;1;[389408, 5, 3769186, 11388, 4479242, 16533, 16533];['extent', 'human', 'judgement', 'infrared radiation', 'class', 'judge', 'judge']
We present findings from a log based study designed to track the adoption of features of a new real-time query refinement interface deployed on the Yahoo search engine. Several trends from the first four months are noted and discussed.;1;[639907, 28106657, 180472, 42139305, 23808, 19541, 13427002, 5151];['medical finding', 'model sheet', 'adoption', 'feature', 'interface', 'search engine', 'fad', 'month']
We combine techniques of XML Mining and Text Mining for the benefit of Information Retrieval. By manipulating the word sequence according to the XML structure of the marked-up text;1;[21162272, 2115, 676880, 2383321, 816826, 133250, 2115, 234460];['means', 'Extensible Markup Language', 'text mining', 'yield', 'information retrieval', 'sequence', 'Extensible Markup Language', 'text']
We present cluster-based retrieval (CBR) experiments on the largest available Turkish document collection. Our experiments evaluate retrieval effectiveness and efficiency on both an automatically generated clustering structure and a manual classification of documents. In particular;1;[101965, 27590475, 15605, 49848, 101965, 1296024, 1034411, 6671777, 5128386, 49848];['experiment', 'The Retrieval', 'cosmic microwave background radiation', 'document', 'experiment', 'effectiveness', 'efficiency', 'structure', 'classification', 'document']
